AAPL.date,AAPL.price,AAPL.return,AAPL.growth_rate,AAPL.RV_SquareReturn,AAPL_RV.5min.date,AAPL_RV.5min,AAPL_RV_overnight.5min.date,AAPL_RV_overnight.5min,AAPL_RK.5min.date,AAPL_RK.5min,AAPL_BPV.5min.date,AAPL_BPV.5min
2014-08-11,24.0,1.342302033,1.351351351,1.801774748,2014/8/11,0.52562825,2014/8/11,0.873109487,2014/8/11,0.674319373,2014/8/11,0.576019826
2014-08-12,23.99,-0.04167535,-0.041666667,0.001736835,2014/8/12,0.824450852,2014/8/12,0.867763379,2014/8/12,0.365555118,2014/8/12,0.700479152
2014-08-13,24.31,1.325071148,1.33388912,1.755813546,2014/8/13,0.357434841,2014/8/13,0.400783447,2014/8/13,0.349211954,2014/8/13,0.343899403
2014-08-14,24.38,0.287533573,0.287947347,0.082675555,2014/8/14,0.458355664,2014/8/14,0.465118563,2014/8/14,0.111931985,2014/8/14,0.36385883
2014-08-15,24.5,0.49099935,0.492206727,0.241080361,2014/8/15,0.840181192,2014/8/15,0.975955268,2014/8/15,0.830310573,2014/8/15,0.759779473
2014-08-18,24.79,1.17672285,1.183673469,1.384676665,2014/8/18,0.406570553,2014/8/18,0.645300826,2014/8/18,0.43906632,2014/8/18,0.437768853
2014-08-19,25.13,1.362200551,1.371520775,1.855590341,2014/8/19,0.426361367,2014/8/19,0.505870706,2014/8/19,0.474134075,2014/8/19,0.321394317
2014-08-20,25.14,0.039785161,0.039793076,0.001582859,2014/8/20,0.534143323,2014/8/20,0.540482323,2014/8/20,0.474782173,2014/8/20,0.565965179
2014-08-21,25.15,0.039769338,0.039777247,0.0015816,2014/8/21,0.323023666,2014/8/21,0.323023666,2014/8/21,0.20162931,2014/8/21,0.318355781
2014-08-22,25.33,0.713156747,0.715705765,0.508592545,2014/8/22,0.520137876,2014/8/22,0.621642841,2014/8/22,0.43565282,2014/8/22,0.578697699
2014-08-25,25.39,0.23659317,0.236873273,0.055976328,2014/8/25,0.401665135,2014/8/25,0.625042266,2014/8/25,0.203618355,2014/8/25,0.339455275
2014-08-26,25.22,-0.671806518,-0.669554943,0.451323998,2014/8/26,0.5210176,2014/8/26,0.534995132,2014/8/26,0.12188154,2014/8/26,0.464461177
2014-08-27,25.53,1.221690072,1.229183188,1.492526631,2014/8/27,0.699834127,2014/8/27,0.724949606,2014/8/27,0.990213511,2014/8/27,0.692502994
2014-08-28,25.56,0.117439826,0.117508813,0.013792113,2014/8/28,0.66683031,2014/8/28,0.927446403,2014/8/28,0.262297489,2014/8/28,0.357066579
2014-08-29,25.63,0.273491087,0.273865415,0.074797374,2014/8/29,0.230015917,2014/8/29,0.619425596,2014/8/29,0.13232199,2014/8/29,0.143546508
2014-09-02,25.83,0.777306673,0.780335544,0.604205664,2014/9/2,0.566459096,2014/9/2,0.863209947,2014/9/2,0.342150034,2014/9/2,0.520363671
2014-09-03,24.74,-4.311524014,-4.219899342,18.58923933,2014/9/3,3.690210534,2014/9/3,3.727753843,2014/9/3,8.363809284,2014/9/3,3.560779809
2014-09-04,24.53,-0.852450869,-0.848827809,0.726672485,2014/9/4,1.654025479,2014/9/4,1.655659946,2014/9/4,4.956593139,2014/9/4,1.609161024
2014-09-05,24.74,0.852450869,0.856094578,0.726672485,2014/9/5,1.136184085,2014/9/5,1.613165673,2014/9/5,0.2458084,2014/9/5,0.904005604
2014-09-08,24.59,-0.608151074,-0.606305578,0.369847728,2014/9/8,0.537400029,2014/9/8,0.669258528,2014/9/8,0.407781274,2014/9/8,0.53354584
2014-09-09,24.5,-0.366673868,-0.36600244,0.134449725,2014/9/9,22.68136308,2014/9/9,23.21329806,2014/9/9,10.21862591,2014/9/9,22.66128825
2014-09-10,25.25,3.015303817,3.06122449,9.092057109,2014/9/10,2.317567447,2014/9/10,2.317567447,2014/9/10,3.359088587,2014/9/10,2.389324705
2014-09-11,25.36,0.434697385,0.435643564,0.188961816,2014/9/11,0.824925288,2014/9/11,1.134059348,2014/9/11,1.752367403,2014/9/11,0.789307121
2014-09-12,25.42,0.236313619,0.23659306,0.055844127,2014/9/12,1.025017761,2014/9/12,1.063966955,2014/9/12,0.274924538,2014/9/12,1.038551705
2014-09-15,25.41,-0.039346843,-0.039339103,0.001548174,2014/9/15,1.094318616,2014/9/15,2.381126508,2014/9/15,0.553102104,2014/9/15,1.055577321
2014-09-16,25.22,-0.75054668,-0.747737111,0.563320318,2014/9/16,1.242162031,2014/9/16,4.579716556,2014/9/16,0.927938545,2014/9/16,1.274990365
2014-09-17,25.4,0.711184349,0.71371927,0.505783178,2014/9/17,1.169872617,2014/9/17,1.326472218,2014/9/17,0.324502383,2014/9/17,1.294988079
2014-09-18,25.45,0.196656897,0.196850394,0.038673935,2014/9/18,0.264625179,2014/9/18,0.389732007,2014/9/18,0.083640794,2014/9/18,0.270573175
2014-09-19,25.24,-0.828570532,-0.825147348,0.686529127,2014/9/19,0.879709374,2014/9/19,1.10098989,2014/9/19,1.332477543,2014/9/19,0.637392639
2014-09-22,25.27,0.118788373,0.118858954,0.014110677,2014/9/22,0.827215276,2014/9/22,1.513744404,2014/9/22,0.43302543,2014/9/22,0.778593895
2014-09-23,25.66,1.531543779,1.543332014,2.345626346,2014/9/23,0.631028543,2014/9/23,0.821341695,2014/9/23,0.42896997,2014/9/23,0.48992711
2014-09-24,25.44,-0.861062072,-0.857365549,0.741427891,2014/9/24,1.135902294,2014/9/24,1.355629661,2014/9/24,1.206932555,2014/9/24,1.115488927
2014-09-25,24.47,-3.887486102,-3.812893082,15.11254819,2014/9/25,2.460778204,2014/9/25,3.963949077,2014/9/25,3.231743229,2014/9/25,2.614748334
2014-09-26,25.19,2.899921291,2.942378423,8.409543494,2014/9/26,0.969987688,2014/9/26,1.507133474,2014/9/26,1.367834143,2014/9/26,0.871404545
2014-09-29,25.03,-0.637198492,-0.635172688,0.406021918,2014/9/29,1.337541942,2014/9/29,5.521158646,2014/9/29,1.401572828,2014/9/29,1.163779373
2014-09-30,25.19,0.637198492,0.63923292,0.406021918,2014/9/30,1.107836808,2014/9/30,1.566015401,2014/9/30,0.560593933,2014/9/30,1.027993508
2014-10-01,24.8,-1.560343719,-1.548233426,2.434672523,2014/10/1,1.163548355,2014/10/1,1.188803725,2014/10/1,0.903841955,2014/10/1,1.118946599
2014-10-02,24.98,0.723185153,0.725806452,0.522996765,2014/10/2,1.833507133,2014/10/2,1.840005534,2014/10/2,1.685230052,2014/10/2,2.105493538
2014-10-03,24.91,-0.280617542,-0.280224179,0.078746205,2014/10/3,0.996138201,2014/10/3,1.268387577,2014/10/3,0.278531085,2014/10/3,0.920053057
2014-10-06,24.91,0.0,0.0,0.0,2014/10/6,0.716679916,2014/10/6,0.819490924,2014/10/6,0.315278363,2014/10/6,0.67061083
2014-10-07,24.69,-0.887102592,-0.883179446,0.786951008,2014/10/7,0.743209196,2014/10/7,0.783579778,2014/10/7,0.419765312,2014/10/7,0.715226612
2014-10-08,25.2,2.044569116,2.065613609,4.18026287,2014/10/8,1.540187052,2014/10/8,1.540187052,2014/10/8,2.110488813,2014/10/8,1.211312942
2014-10-09,25.25,0.19821612,0.198412698,0.03928963,2014/10/9,1.258418059,2014/10/9,1.822629538,2014/10/9,0.866826494,2014/10/9,1.315458512
2014-10-10,25.18,-0.277612711,-0.277227723,0.077068817,2014/10/10,2.164881063,2014/10/10,2.221480583,2014/10/10,1.15833617,2014/10/10,2.118556117
2014-10-13,24.95,-0.917620642,-0.913423352,0.842027642,2014/10/13,2.040235344,2014/10/13,2.492989572,2014/10/13,2.898209894,2014/10/13,1.720430441
2014-10-14,24.69,-1.047551884,-1.042084168,1.09736495,2014/10/14,3.134109887,2014/10/14,3.493393117,2014/10/14,1.514365148,2014/10/14,3.376229034
2014-10-15,24.39,-1.222509113,-1.215066829,1.494528531,2014/10/15,7.109703968,2014/10/15,7.706488926,2014/10/15,5.266034926,2014/10/15,5.324042614
2014-10-16,24.07,-1.320696043,-1.31201312,1.744238039,2014/10/16,4.173482281,2014/10/16,8.639064276,2014/10/16,1.930114614,2014/10/16,3.713331545
2014-10-17,24.42,1.443621689,1.454092231,2.08404358,2014/10/17,1.248603481,2014/10/17,2.99284152,2014/10/17,1.384867447,2014/10/17,1.198231743
2014-10-20,24.94,2.107047157,2.129402129,4.439647722,2014/10/20,0.929745156,2014/10/20,1.35623715,2014/10/20,0.605402089,2014/10/20,1.026980655
2014-10-21,25.62,2.690035622,2.726543705,7.236291646,2014/10/21,1.729302051,2014/10/21,11.94479632,2014/10/21,1.099707594,2014/10/21,1.809997194
2014-10-22,25.75,0.506133064,0.507416081,0.256170679,2014/10/22,1.364046504,2014/10/22,1.487017693,2014/10/22,0.977194331,2014/10/22,1.12539224
2014-10-23,26.21,1.770639023,1.786407767,3.135162548,2014/10/23,0.39486927,2014/10/23,1.328394494,2014/10/23,0.816609595,2014/10/23,0.314434952
2014-10-24,26.31,0.380807772,0.381533766,0.145014559,2014/10/24,0.514162099,2014/10/24,0.607042062,2014/10/24,0.106037829,2014/10/24,0.515415831
2014-10-27,26.28,-0.114090144,-0.114025086,0.013016561,2014/10/27,0.355775404,2014/10/27,0.500789963,2014/10/27,0.142603267,2014/10/27,0.283956121
2014-10-28,26.68,1.510602743,1.522070015,2.281920647,2014/10/28,0.242229317,2014/10/28,0.312989646,2014/10/28,0.245496465,2014/10/28,0.193484005
2014-10-29,26.84,0.597909106,0.59970015,0.357495299,2014/10/29,0.71221621,2014/10/29,0.713621581,2014/10/29,0.376901883,2014/10/29,0.653017732
2014-10-30,26.75,-0.335883876,-0.335320417,0.112817978,2014/10/30,0.62093428,2014/10/30,0.821724613,2014/10/30,1.046446874,2014/10/30,0.637630519
2014-10-31,27.0,0.930239266,0.934579439,0.865345092,2014/10/31,0.36927651,2014/10/31,1.234621603,2014/10/31,0.091945493,2014/10/31,0.306585275
2014-11-03,27.35,1.287966286,1.296296296,1.658857155,2014/11/3,0.617288869,2014/11/3,0.666562069,2014/11/3,1.145008497,2014/11/3,0.511770948
2014-11-04,27.15,-0.733948249,-0.731261426,0.538680032,2014/11/4,0.833744765,2014/11/4,0.835082112,2014/11/4,0.775207533,2014/11/4,0.60371845
2014-11-05,27.22,0.257495084,0.257826888,0.066303718,2014/11/5,0.533240449,2014/11/5,0.76141735,2014/11/5,0.108643138,2014/11/5,0.452792027
2014-11-06,27.18,-0.14705885,-0.146950771,0.021626305,2014/11/6,0.485418133,2014/11/6,0.595102998,2014/11/6,0.34023726,2014/11/6,0.460203819
2014-11-07,27.25,0.257211239,0.257542311,0.066157621,2014/11/7,0.241289127,2014/11/7,0.242642262,2014/11/7,0.055903057,2014/11/7,0.211724586
2014-11-10,27.21,-0.146896831,-0.146788991,0.021578679,2014/11/10,0.170981873,2014/11/10,0.170981873,2014/11/10,0.061839407,2014/11/10,0.194607698
2014-11-11,27.43,0.805275215,0.808526277,0.648468173,2014/11/11,0.211442794,2014/11/11,0.223612062,2014/11/11,0.391594619,2014/11/11,0.149991548
2014-11-12,27.81,1.37583633,1.385344513,1.892925606,2014/11/12,0.485562939,2014/11/12,0.570872269,2014/11/12,0.563247148,2014/11/12,0.42218651
2014-11-13,28.21,1.428085677,1.438331535,2.0394287,2014/11/13,1.348299131,2014/11/13,1.600456903,2014/11/13,1.1638917,2014/11/13,1.318727208
2014-11-14,28.55,1.198041109,1.205246367,1.435302498,2014/11/14,0.387295239,2014/11/14,0.448715742,2014/11/14,0.329526037,2014/11/14,0.392688036
2014-11-17,28.5,-0.175284883,-0.175131349,0.03072479,2014/11/17,1.347665202,2014/11/17,1.352569125,2014/11/17,1.007896216,2014/11/17,1.312857302
2014-11-18,28.87,1.28989064,1.298245614,1.663817863,2014/11/18,0.497029167,2014/11/18,0.498260747,2014/11/18,0.429739732,2014/11/18,0.459299156
2014-11-19,28.67,-0.695171378,-0.692760651,0.483263245,2014/11/19,1.2580871,2014/11/19,1.259287309,2014/11/19,0.833135856,2014/11/19,1.258992249
2014-11-20,29.08,1.419937277,1.430066271,2.016221871,2014/11/20,0.680409165,2014/11/20,0.72411496,2014/11/20,1.265671786,2014/11/20,0.641704171
2014-11-21,29.12,0.137457066,0.137551582,0.018894445,2014/11/21,0.726318424,2014/11/21,1.779716458,2014/11/21,0.282599759,2014/11/21,0.522209776
2014-11-24,29.66,1.837411338,1.854395604,3.376080425,2014/11/24,0.398458855,2014/11/24,0.493686215,2014/11/24,0.582919439,2014/11/24,0.316507104
2014-11-25,29.4,-0.880466237,-0.876601483,0.775220794,2014/11/25,1.118540084,2014/11/25,1.255576153,2014/11/25,0.931543859,2014/11/25,0.913999538
2014-11-26,29.75,1.183445765,1.19047619,1.400543878,2014/11/26,0.691815835,2014/11/26,0.765658081,2014/11/26,0.754021016,2014/11/26,0.666590843
2014-11-28,29.73,-0.067249498,-0.067226891,0.004522495,2014/11/28,0.537073691,2014/11/28,0.592307026,2014/11/28,0.173358391,2014/11/28,0.458658725
2014-12-01,28.77,-3.282345945,-3.229061554,10.7737949,2014/12/1,6.426081546,2014/12/1,6.430610129,2014/12/1,9.565642723,2014/12/1,7.787262434
2014-12-02,28.66,-0.383075516,-0.382342718,0.146746851,2014/12/2,3.17167852,2014/12/2,5.034495635,2014/12/2,2.577671002,2014/12/2,2.912384879
2014-12-03,28.98,1.110351449,1.11653873,1.232880341,2014/12/3,1.039144959,2014/12/3,1.984375899,2014/12/3,0.270696051,2014/12/3,0.886805596
2014-12-04,28.87,-0.380294322,-0.379572119,0.144623771,2014/12/4,0.828811802,2014/12/4,0.84788937,2014/12/4,0.98754701,2014/12/4,0.674021554
2014-12-05,28.75,-0.416522643,-0.415656391,0.173491112,2014/12/5,0.741169113,2014/12/5,0.943024894,2014/12/5,0.330895332,2014/12/5,0.676483143
2014-12-08,28.1,-2.28681909,-2.260869565,5.229541552,2014/12/8,1.519058766,2014/12/8,2.109128861,2014/12/8,1.479293736,2014/12/8,1.552854251
2014-12-09,28.53,1.518658889,1.53024911,2.30632482,2014/12/9,2.863415079,2014/12/9,6.770774076,2014/12/9,3.100897946,2014/12/9,2.881125765
2014-12-10,27.99,-1.91088617,-1.892744479,3.651485954,2014/12/10,2.297983386,2014/12/10,2.358035466,2014/12/10,2.420641539,2014/12/10,2.209701979
2014-12-11,27.91,-0.286225598,-0.285816363,0.081925093,2014/12/11,1.253472676,2014/12/11,1.356531372,2014/12/11,2.042001807,2014/12/11,1.272999129
2014-12-12,27.43,-1.73477426,-1.719813687,3.009441733,2014/12/12,2.091299653,2014/12/12,3.107950113,2014/12/12,1.21734797,2014/12/12,1.943286094
2014-12-15,27.06,-1.358068221,-1.348888079,1.844349292,2014/12/15,6.072833593,2014/12/15,6.895995273,2014/12/15,6.422850304,2014/12/15,4.337922854
2014-12-16,26.69,-1.376765933,-1.367331855,1.895484433,2014/12/16,4.693345521,2014/12/16,7.763346228,2014/12/16,5.393734546,2014/12/16,4.920959709
2014-12-17,27.35,2.442756545,2.472836268,5.967059539,2014/12/17,2.952307045,2014/12/17,3.065631975,2014/12/17,2.258161729,2014/12/17,2.583222777
2014-12-18,28.16,2.918600242,2.961608775,8.518227374,2014/12/18,1.061843553,2014/12/18,5.927568584,2014/12/18,1.061994668,2014/12/18,1.113641193
2014-12-19,27.95,-0.748533169,-0.745738636,0.560301905,2014/12/19,1.347505764,2014/12/19,1.348767269,2014/12/19,0.748801049,2014/12/19,1.192577392
2014-12-22,28.24,1.032221302,1.037567084,1.065480817,2014/12/22,0.675279279,2014/12/22,0.829561305,2014/12/22,0.751476918,2014/12/22,0.596191844
2014-12-23,28.14,-0.354736094,-0.354107649,0.125837696,2014/12/23,0.358474863,2014/12/23,0.438499137,2014/12/23,0.099410746,2014/12/23,0.312067097
2014-12-24,28.0,-0.498754151,-0.497512438,0.248755703,2014/12/24,0.182853934,2014/12/24,0.184116336,2014/12/24,0.118643025,2014/12/24,0.173510544
2014-12-26,28.5,1.76995771,1.785714286,3.132750295,2014/12/26,0.612283197,2014/12/26,0.617381595,2014/12/26,1.113292225,2014/12/26,0.519402006
2014-12-29,28.48,-0.070200073,-0.070175439,0.00492805,2014/12/29,0.432908905,2014/12/29,0.46374169,2014/12/29,0.229048091,2014/12/29,0.479597476
2014-12-30,28.13,-1.236546404,-1.228932584,1.52904701,2014/12/30,0.616022785,2014/12/30,0.695149176,2014/12/30,0.418795671,2014/12/30,0.473873687
2014-12-31,27.6,-1.902084978,-1.884109492,3.617927263,2014/12/31,0.88928935,2014/12/31,0.991326404,2014/12/31,1.290236009,2014/12/31,0.740753306
2015-01-02,27.33,-0.983077278,-0.97826087,0.966440935,2015/1/2,4.115068045,2015/1/2,4.928165858,2015/1/2,5.831479585,2015/1/2,3.390766891
2015-01-05,26.56,-2.857867533,-2.817416758,8.167406837,2015/1/5,3.283916425,2015/1/5,4.197641412,2015/1/5,2.051666169,2015/1/5,3.275521589
2015-01-06,26.57,0.037643516,0.037650602,0.001417034,2015/1/6,4.675917393,2015/1/6,4.766369223,2015/1/6,2.612963296,2015/1/6,5.138962369
2015-01-07,26.94,1.382941121,1.392547986,1.912526144,2015/1/7,1.54564279,2015/1/7,2.225595381,2015/1/7,0.36626879,2015/1/7,1.643600153
2015-01-08,27.97,3.752033623,3.823311062,14.07775631,2015/1/8,1.303384601,2015/1/8,3.164089164,2015/1/8,2.241077393,2015/1/8,1.144067375
2015-01-09,28.0,0.107200296,0.107257776,0.011491903,2015/1/9,2.67147806,2015/1/9,3.179144951,2015/1/9,2.369822416,2015/1/9,2.709148516
2015-01-12,27.31,-2.495157469,-2.464285714,6.225810795,2015/1/12,2.486608999,2015/1/12,2.735364702,2015/1/12,3.52966531,2015/1/12,2.093454502
2015-01-13,27.56,0.911251066,0.915415599,0.830378505,2015/1/13,3.036642374,2015/1/13,7.303614434,2015/1/13,3.133110603,2015/1/13,2.612493313
2015-01-14,27.45,-0.399927819,-0.399129173,0.15994226,2015/1/14,2.532750699,2015/1/14,3.983845457,2015/1/14,0.981764688,2015/1/14,2.399635969
2015-01-15,26.71,-2.732814083,-2.695810565,7.468272814,2015/1/15,2.369871771,2015/1/15,2.402989828,2015/1/15,2.150215839,2015/1/15,2.135805763
2015-01-16,26.5,-0.789329413,-0.786222389,0.623040922,2015/1/16,1.976104051,2015/1/16,2.011080836,2015/1/16,1.961643439,2015/1/16,1.983196075
2015-01-20,27.18,2.533667573,2.566037736,6.419471371,2015/1/20,1.608370212,2015/1/20,4.44374271,2015/1/20,1.082270384,2015/1/20,1.050315716
2015-01-21,27.39,0.769657455,0.772626932,0.592372598,2015/1/21,2.378510476,2015/1/21,2.412289166,2015/1/21,3.619035627,2015/1/21,1.849903115
2015-01-22,28.1,2.559159306,2.59218693,6.549296356,2015/1/22,1.057287746,2015/1/22,1.535168102,2015/1/22,1.296741157,2015/1/22,1.011484129
2015-01-23,28.25,0.532388125,0.533807829,0.283437116,2015/1/23,1.196442357,2015/1/23,1.207852569,2015/1/23,0.899600913,2015/1/23,1.074063608
2015-01-26,28.28,0.106138344,0.10619469,0.011265348,2015/1/26,1.078888833,2015/1/26,1.397858309,2015/1/26,0.769709348,2015/1/26,1.027285236
2015-01-27,27.29,-3.563450631,-3.500707214,12.6981804,2015/1/27,2.032938659,2015/1/27,2.396482069,2015/1/27,4.327154551,2015/1/27,1.834831009
2015-01-28,28.83,5.489617693,5.643092708,30.13590242,2015/1/28,3.413863063,2015/1/28,59.38583424,2015/1/28,4.124847272,2015/1/28,3.200320821
2015-01-29,29.73,3.074012536,3.121748179,9.449553071,2015/1/29,2.062144987,2015/1/29,2.868182798,2015/1/29,1.701707869,2015/1/29,2.217176242
2015-01-30,29.29,-1.491047617,-1.479986546,2.223222996,2015/1/30,2.3195959,2015/1/30,2.648445497,2015/1/30,3.161722535,2015/1/30,2.097663907
2015-02-02,29.66,1.255317587,1.263229771,1.575822244,2015/2/2,2.154300516,2015/2/2,2.714257614,2015/2/2,3.195510019,2015/2/2,2.238720687
2015-02-03,29.66,0.0,0.0,0.0,2015/2/3,0.849888224,2015/2/3,0.860129161,2015/2/3,0.471618886,2015/2/3,0.936378534
2015-02-04,29.89,0.772463959,0.775455158,0.596700567,2015/2/4,1.342582754,2015/2/4,1.352823691,2015/2/4,0.888551021,2015/2/4,1.30847264
2015-02-05,29.99,0.334001647,0.334560054,0.1115571,2015/2/5,0.479545065,2015/2/5,0.614484135,2015/2/5,0.201435295,2015/2/5,0.504434358
2015-02-06,29.73,-0.870735575,-0.866955652,0.758180442,2015/2/6,0.857373168,2015/2/6,0.861817613,2015/2/6,0.761000126,2015/2/6,0.810560345
2015-02-09,29.93,0.670468485,0.672721157,0.44952799,2015/2/9,0.611002941,2015/2/9,0.702923272,2015/2/9,0.15752552,2015/2/9,0.61757466
2015-02-10,30.5,1.886536175,1.904443702,3.559018739,2015/2/10,0.703956052,2015/2/10,0.838535343,2015/2/10,0.419922079,2015/2/10,0.737697981
2015-02-11,31.22,2.333223147,2.360655738,5.443930256,2015/2/11,0.710529867,2015/2/11,1.227091851,2015/2/11,0.713067831,2015/2/11,0.697110397
2015-02-12,31.61,1.241461114,1.249199231,1.541225698,2015/2/12,1.31796924,2015/2/12,2.232545854,2015/2/12,0.536797206,2015/2/12,1.160184957
2015-02-13,31.77,0.504892205,0.506168934,0.254916139,2015/2/13,0.680432975,2015/2/13,1.078238111,2015/2/13,0.97441295,2015/2/13,0.70829985
2015-02-17,31.96,0.596267262,0.598048473,0.355534647,2015/2/17,1.244095427,2015/2/17,1.307344344,2015/2/17,0.93644152,2015/2/17,1.016254224
2015-02-18,32.18,0.686002067,0.688360451,0.470598835,2015/2/18,0.565330005,2015/2/18,0.589843562,2015/2/18,0.454322709,2015/2/18,0.367693948
2015-02-19,32.11,-0.217763346,-0.217526414,0.047420875,2015/2/19,0.338143738,2015/2/19,0.372972721,2015/2/19,0.11072719,2015/2/19,0.295850815
2015-02-20,32.38,0.837344015,0.840859545,0.701144999,2015/2/20,0.289861281,2015/2/20,0.314070656,2015/2/20,0.328287278,2015/2/20,0.237382719
2015-02-23,33.25,2.651381885,2.686843731,7.029825901,2015/2/23,0.633609025,2015/2/23,0.819744013,2015/2/23,1.573151535,2015/2/23,0.5954027
2015-02-24,33.04,-0.633581845,-0.631578947,0.401425954,2015/2/24,1.342374854,2015/2/24,1.356864554,2015/2/24,1.817880124,2015/2/24,1.157818328
2015-02-25,32.2,-2.57524961,-2.542372881,6.631910555,2015/2/25,2.628449663,2015/2/25,2.835500912,2015/2/25,2.109029074,2015/2/25,2.2039347
2015-02-26,32.6,1.234583582,1.242236025,1.524196622,2015/2/26,2.332559367,2015/2/26,2.333523537,2015/2/26,3.506060803,2015/2/26,2.172634885
2015-02-27,32.12,-1.483339929,-1.472392638,2.200297346,2015/2/27,1.527846744,2015/2/27,1.588215415,2015/2/27,0.570569284,2015/2/27,1.684716892
2015-03-02,32.27,0.465911699,0.466998755,0.217073711,2015/3/2,1.12129515,2015/3/2,1.545969285,2015/3/2,0.549184397,2015/3/2,1.258371461
2015-03-03,32.34,0.216684809,0.21691974,0.046952306,2015/3/3,1.029478839,2015/3/3,1.038129484,2015/3/3,0.358789469,2015/3/3,0.890000876
2015-03-04,32.13,-0.651468102,-0.649350649,0.424410688,2015/3/4,0.800714537,2015/3/4,0.847666844,2015/3/4,0.221102312,2015/3/4,0.689284228
2015-03-05,31.6,-1.663305253,-1.649548708,2.766584366,2015/3/5,1.315338667,2015/3/5,1.319210961,2015/3/5,1.088245761,2015/3/5,1.088199529
2015-03-06,31.65,0.1581028,0.158227848,0.024996495,2015/3/6,1.671631571,2015/3/6,4.03933221,2015/3/6,1.503190872,2015/3/6,1.710596622
2015-03-09,31.79,0.441362633,0.442338073,0.194800974,2015/3/9,3.755508007,2015/3/9,4.897244145,2015/3/9,2.651610705,2015/3/9,3.143176828
2015-03-10,31.13,-2.097979047,-2.076124567,4.401516081,2015/3/10,1.791672279,2015/3/10,1.959585409,2015/3/10,2.302746893,2015/3/10,1.699670234
2015-03-11,30.56,-1.848002016,-1.83103116,3.415111449,2015/3/11,1.755643385,2015/3/11,1.781399757,2015/3/11,1.529005685,2015/3/11,1.593849172
2015-03-12,31.11,1.783734661,1.79973822,3.181709341,2015/3/12,1.428680652,2015/3/12,1.432960902,2015/3/12,1.251072743,2015/3/12,1.368382586
2015-03-13,30.9,-0.677312701,-0.675024108,0.458752494,2015/3/13,1.766229725,2015/3/13,1.766229725,2015/3/13,1.074172933,2015/3/13,1.757619639
2015-03-16,31.24,1.094314107,1.100323625,1.197523364,2015/3/16,0.852307809,2015/3/16,0.861724625,2015/3/16,0.678882566,2015/3/16,0.593603052
2015-03-17,31.76,1.650831141,1.66453265,2.725243455,2015/3/17,0.777832149,2015/3/17,1.363531327,2015/3/17,0.555954983,2015/3/17,0.670062399
2015-03-18,32.12,1.12712527,1.133501259,1.270411374,2015/3/18,1.312370269,2015/3/18,1.313361335,2015/3/18,3.012638463,2015/3/18,1.265880128
2015-03-19,31.88,-0.750003516,-0.747198007,0.562505273,2015/3/19,0.650480221,2015/3/19,0.697871606,2015/3/19,0.660722465,2015/3/19,0.612797551
2015-03-20,31.48,-1.262643037,-1.254705144,1.59426744,2015/3/20,1.322140267,2015/3/20,1.675232896,2015/3/20,2.502070805,2015/3/20,1.042091711
2015-03-23,31.8,1.011386624,1.016518424,1.022902903,2015/3/23,0.381665429,2015/3/23,1.281267895,2015/3/23,0.334843459,2015/3/23,0.366715744
2015-03-24,31.67,-0.409642924,-0.408805031,0.167807325,2015/3/24,0.471646658,2015/3/24,0.472635232,2015/3/24,0.697058694,2015/3/24,0.4439295
2015-03-25,30.85,-2.62331102,-2.589201137,6.881760707,2015/3/25,1.253907303,2015/3/25,1.257897903,2015/3/25,1.555948628,2015/3/25,1.224341334
2015-03-26,31.06,0.678406737,0.680713128,0.460235701,2015/3/26,1.998746731,2015/3/26,2.26913443,2015/3/26,0.809993675,2015/3/26,1.721098318
2015-03-27,30.81,-0.808150511,-0.804893754,0.653107249,2015/3/27,1.264875408,2015/3/27,1.331045185,2015/3/27,0.459806293,2015/3/27,1.226582295
2015-03-30,31.59,2.500130221,2.53164557,6.25065112,2015/3/30,0.705655222,2015/3/30,1.167082673,2015/3/30,0.900775795,2015/3/30,0.514849323
2015-03-31,31.11,-1.53113039,-1.519468186,2.344360273,2015/3/31,1.103555424,2015/3/31,1.152766184,2015/3/31,0.900930052,2015/3/31,0.731007639
2015-04-01,31.06,-0.160849319,-0.160720026,0.025872503,2015/4/1,1.433037047,2015/4/1,1.498994571,2015/4/1,0.78160366,2015/4/1,1.146869257
2015-04-02,31.33,0.865528724,0.869285254,0.749139973,2015/4/2,0.64443962,2015/4/2,0.97835108,2015/4/2,0.263368887,2015/4/2,0.519699258
2015-04-06,31.84,1.614725601,1.627832748,2.607338767,2015/4/6,0.555538135,2015/4/6,1.007848947,2015/4/6,2.497830853,2015/4/6,0.531813533
2015-04-07,31.5,-1.073581514,-1.067839196,1.152577268,2015/4/7,0.435228065,2015/4/7,0.483455708,2015/4/7,0.856658382,2015/4/7,0.370059422
2015-04-08,31.4,-0.317965292,-0.317460317,0.101101927,2015/4/8,1.531578067,2015/4/8,1.556813381,2015/4/8,0.335408933,2015/4/8,1.36219889
2015-04-09,31.64,0.761424999,0.76433121,0.579768028,2015/4/9,1.009547749,2015/4/9,1.045990739,2015/4/9,1.262067506,2015/4/9,0.825928426
2015-04-10,31.78,0.441501821,0.442477876,0.194923858,2015/4/10,0.582179524,2015/4/10,0.839200067,2015/4/10,0.710528182,2015/4/10,0.565033186
2015-04-13,31.71,-0.220507256,-0.220264317,0.04862345,2015/4/13,0.756561281,2015/4/13,1.581725061,2015/4/13,0.418056241,2015/4/13,0.631254599
